"Table with row headers in column A and column headers in rows 5 and 6, and 60 and 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8.  Median Household Income by State: 1984 to 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year.  Income in current and 2018 CPI-U-RS adjusted dollars. (28)  Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURRENT DOLLARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004(revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
New Mexico,"48,283","2,202","46,713","1,871","49,022","2,017","50,699","3,098","47,822","3,058","49,568","3,516","43,368","4,759","45,485","2,883","47,580","2,484","46,974","2,410","52,093","3,481","51,084","1,753","49,223","1,615","53,850","1,790","49,974","1,569","50,201","2,191","52,721","2,111","48,045","1,563","49,629","1,485","47,094","1,760","51,314","1,825","49,247","2,640","48,704","2,159","47,083","1,811","40,107","1,744","42,661","1,806","45,225","2,323","45,917","1,464","45,495","2,370","47,852","2,155","46,788","1,958","44,317","2,018","39,489","1,705","44,016","1,317","43,527","1,520","45,579","2,288","47,622","2,375"
New York,"67,274","1,722","63,043","1,764","63,969","2,144","64,288","1,470","61,480","2,337","57,662","1,891","53,949","2,448","58,135","1,773","52,243","1,737","56,657","1,126","57,456","1,524","58,915",703,"58,996",797,"59,421","1,114","60,204","1,235","60,808","1,066","59,500","1,055","58,560","1,193","58,740",812,"59,876",853,"59,577",850,"60,458","1,329","57,738","1,200","56,022",992,"56,613","1,193","54,211","1,175","53,619",802,"54,392",954,"54,627",931,"57,325",970,"59,032",955,"61,756",888,"59,174","1,367","55,945",967,"54,889","1,040","52,756","1,167","50,846",963
North Carolina,"53,369","1,761","50,755","2,271","51,570","1,803","56,259","1,705","53,840","1,423","49,672","1,816","50,030","3,211","44,493","2,222","45,530","1,418","50,581","1,746","50,588","2,219","49,165",676,"50,191",989,"52,827","1,301","49,686","1,018","54,208","1,243","53,622","1,082","51,021","1,288","51,110","1,002","54,257","1,352","56,029","1,179","56,323","1,451","55,336","1,578","56,088","1,435","56,919","1,612","52,489","1,458","50,619","1,126","49,455","1,121","48,857","1,084","48,417",920,"49,199","1,039","51,776","1,014","49,965","1,097","48,261","1,149","47,949","1,531","47,873","1,306","47,481","1,480"
North Dakota,"66,505","3,095","61,634","2,153","61,346","1,717","62,977","2,396","60,854","3,427","64,479","3,332","63,867","3,726","57,104","3,091","61,103","2,326","63,063","3,312","58,870","2,667","58,749","2,039","58,026","1,389","57,309","1,554","51,246","1,754","54,383","1,574","52,265","1,667","55,306","1,166","50,669","1,153","50,889","1,143","52,635","1,557","49,382","2,091","46,791","1,820","49,548","2,130","50,314","1,893","47,746","1,998","47,533","1,874","48,251","1,433","47,428","1,585","46,684","1,680","47,209","1,874","49,468","1,771","49,304","2,065","47,870","1,919","47,175","1,722","47,324","1,805","47,947","2,396"
Ohio,"61,633","2,254","62,167","1,938","61,225","1,936","56,490","1,982","56,494","2,074","52,708","1,479","54,793","2,643","50,096","1,496","48,622","1,888","49,957","1,343","52,961","1,723","53,826",734,"54,873",991,"59,609","1,317","57,305",790,"56,975","1,348","57,376","1,302","59,562","1,273","59,745","1,088","59,408",940,"62,821","1,070","59,702","1,495","60,102","2,433","56,548","1,399","54,471","1,700","57,351","1,622","53,545",982,"53,685","1,129","55,248","1,033","53,712","1,368","56,083","1,345","56,903","1,284","56,770","1,302","54,649","1,177","55,086","1,290","56,182","1,259","53,376","1,136"
Oklahoma,"54,434","2,774","53,147","3,185","56,347","3,178","53,307","1,729","49,897","2,053","50,113","2,946","49,841","3,716","47,266","4,411","53,040","3,091","54,217","2,680","49,749","2,393","53,825","1,336","53,910","1,088","52,466","1,764","48,488","1,994","48,523","1,868","52,790","1,495","49,136","1,069","51,030",858,"50,627",981,"47,423","1,037","49,412","2,254","52,076","1,902","49,063","1,604","43,866","1,741","43,186","1,444","45,369","2,039","45,062","2,560","44,482","1,891","45,909","1,945","45,564","1,951","46,405","2,424","48,434","1,547","45,994","1,874","45,946","1,910","47,324","1,705","48,817","1,657"
Oregon,"69,165","3,655","64,021","2,604","66,185","2,926","61,879","2,744","64,478","2,516","62,509","3,183","52,905","3,117","60,795","2,183","56,730","2,553","57,653","1,798","58,404","1,737","57,603","1,929","60,476","1,606","60,989","1,647","58,792","1,743","56,919","1,793","54,629","1,401","56,986","1,321","58,510","1,197","58,680","1,069","62,144","1,369","61,410","1,893","60,321","2,975","58,290","2,798","56,744","2,037","59,703","1,592","52,875","1,896","56,865","1,991","56,168","3,587","54,433","1,960","54,715","1,805","55,939","2,814","56,786","2,353","53,091","2,315","54,336","2,198","48,862","2,325","49,397","1,720"
Pennsylvania,"64,524","1,635","62,779","1,891","64,713","2,820","63,809","2,130","64,006","2,360","58,579","2,406","59,552","3,170","58,252","1,734","56,871","1,539","55,845","1,895","55,763","1,741","56,517","1,099","60,096",689,"58,805","1,131","60,523","1,085","59,678",960,"58,776","1,385","58,759","1,065","59,484","1,113","61,845","1,028","61,671","1,029","57,085","1,725","60,241","1,668","58,713","1,509","55,796","1,557","56,667","1,121","53,900","1,099","53,188","1,191","52,571","1,173","54,752","1,107","54,199","1,286","56,254","1,341","54,727","1,017","53,909","1,147","52,217","1,086","51,056","1,201","46,966","1,152"
Rhode Island,"62,266","3,348","66,995","4,143","68,008","4,312","64,383","2,959","59,038","3,442","62,252","4,248","60,812","4,159","62,420","2,305","61,431","2,806","54,864","2,554","59,582","1,997","60,578","1,696","62,246","2,805","65,814","2,245","67,088","2,276","63,782","1,877","63,879","2,628","61,192","1,709","59,371","1,225","65,007","1,631","61,702","1,489","64,585","2,993","62,821","4,103","54,456","3,498","59,133","1,656","58,037","2,254","53,668","2,220","57,502","2,655","53,538","2,521","55,598","1,967","59,736","2,196","59,066","2,655","61,071","3,242","59,991","3,053","58,212","2,325","54,957","2,009","49,888","1,957"
South Carolina,"57,444","2,082","55,866","2,185","56,311","2,129","56,858","3,299","49,137","2,402","47,702","2,383","47,035","2,578","47,236","3,207","48,650","2,363","44,850","1,904","48,127","1,685","48,221","1,306","49,285","1,311","53,677","1,885","49,461","1,682","51,854","1,552","51,560","1,361","52,663","1,534","52,925","1,713","53,652","1,454","54,936","1,370","55,125","2,612","51,366","2,023","53,619","2,518","55,422","2,246","47,716","2,298","50,168","1,915","44,707","1,647","48,517","2,523","49,516","2,050","53,695","2,584","46,662","2,076","52,253","2,353","53,114","2,409","48,184","1,895","44,715","1,924","46,881","2,156"
South Dakota,"59,463","2,642","58,301","4,083","58,281","3,722","60,116","3,218","58,364","2,760","56,328","3,761","57,670","3,150","58,793","3,272","54,144","1,868","52,838","2,402","52,344","2,360","53,764","1,512","60,328","1,163","56,354","1,093","56,715","2,049","55,620","1,765","54,780","1,326","54,090","1,374","53,011","1,334","56,403","1,217","53,335","1,005","54,167","1,427","50,623","1,564","46,470","1,792","47,206","1,604","48,548","2,643","49,978","1,992","47,597","1,785","46,197","1,177","44,425","1,406","45,914","1,603","47,270","1,959","45,624","1,439","44,849","1,266","43,643","1,456","40,488","1,567","44,803","2,142"
Tennessee,"56,060","1,442","56,654","2,183","56,587","2,215","53,727","1,451","50,165","1,810","46,415","2,470","46,817","3,709","45,887","3,168","47,110","2,637","47,306","2,860","44,541","1,451","47,535","1,159","46,417","1,416","50,013","1,355","50,804",943,"50,792","1,535","50,735","1,409","51,355","1,616","51,831","1,555","50,875","1,125","49,856","1,360","55,216","1,981","52,638","2,018","47,944","2,125","49,227","1,738","47,624","2,081","48,140","1,728","43,075","1,426","42,782","1,606","44,089","1,650","42,216","1,624","44,335","2,559","42,682","2,081","44,908","1,686","40,042","1,939","39,676","1,243","38,739","1,330"
Texas,"59,785","1,372","61,557","1,358","60,740","1,743","60,844","1,472","59,856","1,366","57,201","1,427","55,503","1,468","57,254","1,742","56,896","1,041","54,879","1,290","54,554","1,338","55,699",872,"54,353",788,"55,911",850,"54,068","1,034","53,391",541,"55,166",732,"53,747","1,043","56,196",788,"58,093",728,"56,456","1,148","58,491","1,542","55,251","1,022","54,891","1,377","52,875","1,220","52,588","1,041","51,696","1,101","49,296","1,052","49,177","1,115","50,003","1,129","52,747","1,338","50,756","1,096","51,086","1,191","52,419","1,351","52,996","1,127","52,988","1,219","53,148","1,230"
Utah,"77,067","2,327","71,490","2,217","73,058","2,305","70,613","2,341","70,227","2,609","67,296","3,430","65,913","1,677","67,986","4,467","63,924","3,226","62,092","1,856","65,443","2,265","68,623","1,863","73,115","1,784","64,987","1,479","68,202","2,086","70,651","1,680","67,791","1,235","67,439","1,234","66,991","1,604","67,309","2,276","69,529","1,522","69,621","2,442","68,400","2,123","66,941","2,793","59,216","2,126","59,877","1,508","60,035","1,750","61,409","2,131","60,257","2,014","50,513","2,450","56,324","1,902","60,229","1,988","53,849","1,860","56,252","2,532","57,644","1,777","56,325","1,567","53,224","1,697"
Vermont,"70,066","2,350","65,234","3,389","65,360","3,209","63,660","1,427","63,058","2,779","64,455","3,289","70,735","4,333","59,213","3,219","60,901","3,320","58,029","2,246","64,551","2,593","61,381","1,687","59,283","1,148","57,534","1,697","64,897","1,581","65,355","1,687","63,071","1,692","59,208","1,337","60,186","1,162","57,999","1,342","57,896","1,347","62,869","2,127","60,792","2,457","54,857","2,703","51,734","1,998","55,518","2,039","60,180","3,204","53,308","1,641","57,625","2,345","52,567","2,203","58,110","2,487","61,362","2,227","59,324","2,204","53,890","2,913","53,954","2,200","58,025","2,102","52,118","2,269"
Virginia,"77,151","3,086","72,537","3,898","73,031","3,356","69,535","2,549","65,169","2,585","70,239","3,128","71,160","2,958","73,010","2,745","70,818","2,373","70,062","1,984","69,675","2,268","70,981","1,400","72,469","1,692","71,824","1,657","71,312","1,988","66,915","1,527","68,151","1,487","74,977","2,139","69,468","1,806","71,431","1,632","68,964","1,557","69,081","2,676","66,941","3,389","67,226","2,969","62,690","2,333","59,454","2,283","63,281","2,573","62,519","2,380","67,201","2,391","65,156","2,409","65,538","1,958","66,897","2,363","66,814","2,699","63,604","2,148","65,176","2,356","63,446","2,955","61,229","2,018"
Washington,"79,726","3,025","73,284","2,176","77,256","3,388","73,573","2,189","71,271","3,448","62,714","2,330","69,017","3,656","64,897","2,373","68,139","2,464","63,610","2,219","64,822","2,378","70,853","1,407","66,210","2,363","70,512","2,108","68,321","1,553","65,280","1,347","66,527","1,423","65,020","1,909","63,243","1,349","60,411","1,797","62,182","1,771","68,749","3,145","73,220","2,129","69,738","2,684","58,637","2,571","58,380","2,055","56,366","2,000","61,184","1,906","59,639","2,194","61,249","2,137","60,005","2,315","62,668","2,886","66,157","2,108","57,928","2,349","58,960","2,084","53,562","1,687","57,748","1,900"
West Virginia,"50,573","1,337","48,102","1,308","46,499","1,521","46,412","2,087","45,389","3,320","41,993","2,330","46,502","3,729","43,449","2,904","47,721","3,039","46,794","1,976","49,372","2,906","47,504","1,071","44,420","1,641","51,101","1,201","47,965","1,516","46,976","1,387","44,473","1,563","44,840","1,359","41,094",978,"42,188",958,"43,006",943,"44,293","1,737","41,232","1,204","43,018","2,058","40,365","2,080","40,837","1,428","39,609","2,046","38,475","1,683","35,662","1,569","41,735","1,655","41,366","2,134","42,503","1,653","39,606","1,903","36,486","1,650","36,111","1,985","35,670","1,848","38,880","1,403"
Wisconsin,"62,629","2,039","65,029","2,979","64,998","3,763","62,593","1,931","58,745","1,576","61,665","2,287","55,849","2,839","59,663","2,524","58,159","1,873","58,248","2,313","58,114","1,656","60,112",946,"59,860",996,"62,253","1,263","64,536","1,431","57,552","1,518","60,943","1,782","63,324","1,339","64,250","1,324","64,471","1,597","65,929","1,392","69,042","2,839","63,811","1,962","61,965","1,800","63,953","2,846","67,222","2,163","59,484","2,138","54,511","2,299","58,598","1,930","56,134","1,835","57,387","1,676","57,103","2,431","60,525","2,001","55,913","2,990","57,970","1,761","51,879","2,591","47,882","1,895"
Wyoming,"62,539","3,892","60,987","3,262","59,247","3,210","60,513","3,267","64,575","2,145","59,128","2,144","72,817","4,306","60,140","3,421","63,016","3,090","60,991","2,548","60,249","2,517","61,559","2,500","62,359","1,844","59,178","1,655","58,730","1,876","57,639","1,944","60,497","1,527","58,241","1,369","55,656","1,366","56,471","1,658","57,947","1,544","56,314","1,943","54,428","2,032","52,306","2,255","49,487","1,372","51,751","1,865","55,705","3,106","50,523","2,003","53,146","2,498","52,378","2,492","55,050","1,852","57,884","2,527","54,066","2,241","58,502","3,092","51,673","1,893","49,279","2,341","54,976","1,687"
"Source: U.S. Bureau of the Census, Current Population Survey, Annual Social and Economic Supplements. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see <www2.census.gov/programs-surveys/cps/techdocs/cpsmar19.pdf>.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes are available at <www.census.gov/topics/income-poverty/income/guidance/cps-historic-footnotes.html>.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
